388, 600, 18, 48
0,0,0
0,1,0
0,2,1
0,3,1
0,4,0
0,5,0
0,6,1
0,7,1
0,8,0
0,9,0
0,10,0
0,11,0
0,12,0
0,13,0
0,14,1
0,15,1
0,16,1
0,17,1
0,18,1
0,19,1
0,20,0
0,21,0
0,22,0
0,23,0
0,24,0
0,25,0
0,26,0
0,27,0
0,28,0
0,29,2
0,30,0
0,31,2
0,32,2
0,33,3
0,34,4
0,35,4
0,36,4
0,37,4
0,38,5
0,39,5
0,40,5
0,41,5
0,42,7
0,43,0
0,44,0
0,45,0
0,46,0
0,47,0
1,0,0
1,1,0
1,2,1
1,3,1
1,4,0
1,5,0
1,6,1
1,7,1
1,8,0
1,9,0
1,10,0
1,11,0
1,12,0
1,13,0
1,14,1
1,15,1
1,16,1
1,17,1
1,18,1
1,19,1
1,20,0
1,21,0
1,22,0
1,23,0
1,24,0
1,25,0
1,26,0
1,27,0
1,28,0
1,29,2
1,30,0
1,31,2
1,32,2
1,33,3
1,34,4
1,35,4
1,36,4
1,37,4
1,38,5
1,39,5
1,40,5
1,41,5
1,42,7
1,43,7
1,44,0
1,45,0
1,46,0
1,47,0
2,0,8
2,1,0
2,2,2
2,3,2
2,4,0
2,5,0
2,6,2
2,7,2
2,8,0
2,9,0
2,10,0
2,11,0
2,12,0
2,13,0
2,14,2
2,15,2
2,16,3
2,17,4
2,18,4
2,19,4
2,20,4
2,21,0
2,22,0
2,23,0
2,24,0
2,25,0
2,26,0
2,27,0
2,28,0
2,29,1
2,30,1
2,31,1
2,32,1
2,33,3
2,34,9
2,35,9
2,36,9
2,37,9
2,38,5
2,39,5
2,40,5
2,41,5
2,42,7
2,43,7
2,44,7
2,45,0
2,46,0
2,47,0
3,0,8
3,1,8
3,2,8
3,3,0
3,4,0
3,5,2
3,6,2
3,7,0
3,8,0
3,9,0
3,10,0
3,11,0
3,12,0
3,13,2
3,14,2
3,15,3
3,16,3
3,17,9
3,18,9
3,19,3
3,20,4
3,21,4
3,22,0
3,23,0
3,24,0
3,25,0
3,26,0
3,27,2
3,28,0
3,29,2
3,30,2
3,31,2
3,32,2
3,33,2
3,34,2
3,35,5
3,36,5
3,37,10
3,38,5
3,39,10
3,40,5
3,41,11
3,42,12
3,43,12
3,44,12
3,45,12
3,46,0
3,47,0
4,0,8
4,1,8
4,2,0
4,3,0
4,4,2
4,5,2
4,6,0
4,7,1
4,8,1
4,9,0
4,10,0
4,11,0
4,12,2
4,13,2
4,14,3
4,15,3
4,16,9
4,17,9
4,18,9
4,19,3
4,20,9
4,21,9
4,22,0
4,23,0
4,24,2
4,25,0
4,26,2
4,27,2
4,28,11
4,29,12
4,30,12
4,31,12
4,32,12
4,33,12
4,34,12
4,35,5
4,36,10
4,37,10
4,38,10
4,39,10
4,40,10
4,41,11
4,42,13
4,43,13
4,44,11
4,45,12
4,46,12
4,47,0
5,0,8
5,1,8
5,2,0
5,3,2
5,4,2
5,5,0
5,6,0
5,7,0
5,8,1
5,9,1
5,10,0
5,11,2
5,12,2
5,13,2
5,14,3
5,15,9
5,16,9
5,17,9
5,18,9
5,19,9
5,20,3
5,21,0
5,22,0
5,23,2
5,24,2
5,25,2
5,26,2
5,27,2
5,28,11
5,29,13
5,30,13
5,31,13
5,32,13
5,33,11
5,34,12
5,35,12
5,36,10
5,37,14
5,38,10
5,39,14
5,40,10
5,41,10
5,42,5
5,43,5
5,44,11
5,45,13
5,46,13
5,47,7
6,0,1
6,1,8
6,2,8
6,3,8
6,4,8
6,5,0
6,6,0
6,7,0
6,8,2
6,9,2
6,10,2
6,11,2
6,12,0
6,13,1
6,14,1
6,15,0
6,16,0
6,17,1
6,18,1
6,19,1
6,20,1
6,21,0
6,22,2
6,23,2
6,24,2
6,25,2
6,26,2
6,27,2
6,28,11
6,29,12
6,30,12
6,31,4
6,32,4
6,33,11
6,34,13
6,35,13
6,36,14
6,37,14
6,38,14
6,39,14
6,40,14
6,41,10
6,42,10
6,43,5
6,44,5
6,45,7
6,46,7
6,47,7
7,0,1
7,1,1
7,2,8
7,3,8
7,4,8
7,5,8
7,6,0
7,7,0
7,8,1
7,9,1
7,10,1
7,11,1
7,12,0
7,13,11
7,14,12
7,15,12
7,16,0
7,17,2
7,18,2
7,19,2
7,20,2
7,21,13
7,22,13
7,23,13
7,24,13
7,25,13
7,26,13
7,27,8
7,28,11
7,29,13
7,30,13
7,31,9
7,32,9
7,33,3
7,34,4
7,35,4
7,36,14
7,37,8
7,38,15
7,39,15
7,40,14
7,41,14
7,42,10
7,43,10
7,44,5
7,45,5
7,46,7
7,47,7
8,0,0
8,1,1
8,2,1
8,3,8
8,4,8
8,5,8
8,6,8
8,7,0
8,8,0
8,9,1
8,10,1
8,11,1
8,12,1
8,13,11
8,14,13
8,15,13
8,16,2
8,17,2
8,18,13
8,19,13
8,20,13
8,21,13
8,22,13
8,23,13
8,24,13
8,25,13
8,26,8
8,27,8
8,28,8
8,29,3
8,30,9
8,31,9
8,32,9
8,33,3
8,34,9
8,35,9
8,36,8
8,37,8
8,38,16
8,39,16
8,40,14
8,41,14
8,42,10
8,43,10
8,44,10
8,45,5
8,46,5
8,47,7
9,0,1
9,1,1
9,2,1
9,3,1
9,4,8
9,5,8
9,6,8
9,7,8
9,8,0
9,9,2
9,10,2
9,11,2
9,12,2
9,13,16
9,14,16
9,15,16
9,16,16
9,17,16
9,18,16
9,19,16
9,20,16
9,21,16
9,22,16
9,23,16
9,24,16
9,25,3
9,26,4
9,27,4
9,28,8
9,29,16
9,30,16
9,31,16
9,32,16
9,33,8
9,34,15
9,35,15
9,36,8
9,37,8
9,38,15
9,39,15
9,40,14
9,41,14
9,42,10
9,43,10
9,44,10
9,45,5
9,46,5
9,47,7
10,0,2
10,1,2
10,2,0
10,3,1
10,4,1
10,5,8
10,6,0
10,7,8
10,8,16
10,9,16
10,10,16
10,11,16
10,12,16
10,13,16
10,14,16
10,15,16
10,16,16
10,17,16
10,18,16
10,19,16
10,20,8
10,21,15
10,22,3
10,23,4
10,24,4
10,25,3
10,26,9
10,27,9
10,28,8
10,29,15
10,30,15
10,31,15
10,32,15
10,33,8
10,34,16
10,35,16
10,36,8
10,37,8
10,38,16
10,39,16
10,40,14
10,41,14
10,42,14
10,43,10
10,44,14
10,45,5
10,46,7
10,47,7
11,0,2
11,1,0
11,2,0
11,3,0
11,4,1
11,5,1
11,6,0
11,7,0
11,8,1
11,9,1
11,10,1
11,11,1
11,12,1
11,13,1
11,14,1
11,15,1
11,16,1
11,17,1
11,18,1
11,19,1
11,20,8
11,21,8
11,22,3
11,23,9
11,24,9
11,25,8
11,26,15
11,27,15
11,28,8
11,29,11
11,30,12
11,31,12
11,32,12
11,33,12
11,34,12
11,35,12
11,36,8
11,37,8
11,38,15
11,39,15
11,40,14
11,41,14
11,42,14
11,43,14
11,44,14
11,45,14
11,46,7
11,47,7
12,0,0
12,1,0
12,2,0
12,3,0
12,4,0
12,5,1
12,6,1
12,7,0
12,8,2
12,9,2
12,10,2
12,11,2
12,12,2
12,13,2
12,14,0
12,15,1
12,16,1
12,17,1
12,18,1
12,19,1
12,20,1
12,21,8
12,22,8
12,23,15
12,24,15
12,25,8
12,26,3
12,27,4
12,28,4
12,29,11
12,30,13
12,31,13
12,32,8
12,33,15
12,34,15
12,35,15
12,36,15
12,37,8
12,38,16
12,39,16
12,40,14
12,41,14
12,42,14
12,43,14
12,44,14
12,45,14
